fecha,Precios al Consumidor (INPC),Subyacente,"Subyacente, Mercancias","Subyacente, Servicios","Subyacente, Servicios, Vivienda","Subyacente, Servicios, Educacion (colegiaturas)","Subyacente, Servicios, Otros servicios",No subyacente,"No subyacente, Agropecuarios","No subyacente, Agropecuarios, Frutas y verduras","No subyacente, Agropecuarios, Pecuarios","No subyacente, Energeticos y tarifas autorizadas por el gobierno","No subyacente, Energeticos y tarifas autorizadas por el gobierno, Energeticos","No subyacente, Energeticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno"
15/11/2000,47.84855637,51.91828601,50.61212715,52.64537023,57.71327102,36.42790356,53.77162674,36.66764708,37.26098013,39.23636473,35.97047292,36.17066386,33.80615969,41.43717345
01/12/2000,48.19285675,52.09119219,50.73174574,52.88047422,57.88205251,36.42790356,54.13786556,37.33370186,38.39470637,41.74717247,36.2265007,36.4638361,34.25197832,41.48504877
15/12/2000,48.42248565,52.18218761,50.79594993,53.00267268,58.01404627,36.42790356,54.29065905,37.82640646,39.36003297,43.76233018,36.52261635,36.57983143,34.37540169,41.59277279
01/01/2001,48.55968941,52.42580769,51.05918743,53.21825576,58.32063083,36.57290681,54.45254057,37.7418561,38.84776324,42.05641142,36.77071682,36.83595898,34.69138641,41.75779836
15/01/2001,48.59126331,52.62263855,51.24959562,53.41963966,58.50351425,36.84376377,54.64946098,37.44041103,37.94943279,39.7204169,36.78844585,37.01005476,34.77668476,42.0870055
01/02/2001,48.52754099,52.84111435,51.47433817,53.62680663,58.70309781,36.91366545,54.90727234,36.81494673,36.18867799,35.48845566,36.60250063,37.28911552,35.09361747,42.3126413
15/02/2001,48.5591154,52.99957934,51.60874872,53.81200323,58.89261353,36.91926941,55.14602528,36.5903515,35.62293085,33.98894065,36.63172169,37.33635222,35.07823784,42.46653495
01/03/2001,48.72387398,53.17105117,51.72419643,54.0490395,59.02844524,36.91926941,55.54441159,36.73147967,35.69052754,33.93869452,36.77428143,37.53594423,35.27518334,42.67775419
15/03/2001,48.97775771,53.30323433,51.85419041,54.18168585,59.20635497,36.91926941,55.68088222,37.21296626,37.14410916,37.27156233,37.03016143,37.24296532,34.74700407,42.76845284
01/04/2001,49.05066514,53.44461258,51.97804792,54.34210071,59.34724095,36.91926941,55.90894365,37.14408567,37.02059188,36.40879243,37.37738671,37.21764154,34.63595317,42.88590906
15/04/2001,49.14380832,53.5425817,52.07479062,54.4399293,59.45107499,36.92341898,56.03153284,37.22171485,37.30988271,36.66137171,37.68979387,37.12665859,34.4096209,43.01851521
01/05/2001,49.15543347,53.64298757,52.15061844,54.56867744,59.5805358,36.95202212,56.19176832,37.05475894,37.30629083,36.29037776,37.92010587,36.82971643,33.54345931,43.66497738
15/05/2001,49.26450735,53.73007602,52.21520978,54.68178908,59.68572071,37.11768717,56.29607084,37.20105789,37.83025124,37.46732064,38.02789256,36.67516072,33.27425352,43.69702498
01/06/2001,49.31717852,53.82123938,52.31556466,54.7602004,59.77905096,37.12500622,56.3845105,37.17298018,37.63100355,36.95481337,38.02825259,36.78341584,33.41333928,43.7575034
15/06/2001,49.33554875,53.89646274,52.35671291,54.87578771,59.90998208,37.15184186,56.51552922,37.07657087,37.35887768,36.52090192,37.85936531,36.82700568,33.40417881,43.89108178
01/07/2001,49.15902152,53.9389122,52.35003667,54.97753328,60.02798455,37.17573058,56.62844127,36.472218,36.92252896,35.64041966,37.70615255,36.08926325,32.20433541,43.90131401
15/07/2001,49.23752602,53.94493177,52.23818722,55.12742694,60.15154481,37.1767425,56.84809086,36.69096117,37.40262294,36.82048481,37.74019695,36.09972934,32.20045934,43.93619695
01/08/2001,49.40745168,54.11200639,52.44633872,55.24153252,60.26590452,37.27445346,56.96790678,36.85609983,38.12774099,38.15606532,38.0760333,35.81880881,31.72395334,43.97298755
15/08/2001,49.57177975,54.13155997,52.32771173,55.42954397,60.36132238,37.89010435,57.10278215,37.29993343,39.1592031,40.50527045,38.26766419,35.79437838,31.68417071,43.97340963
01/09/2001,49.90589051,54.47381937,52.421824,56.0691859,60.52741262,41.49465296,57.22630971,37.59683747,39.30370503,40.70834579,38.37474865,36.21245223,32.35483903,43.98315774
15/09/2001,49.99487163,54.58899152,52.5840076,56.12500813,60.68069808,41.53149978,57.20573513,37.62759796,39.42721713,40.54095533,38.68335017,36.1693279,32.28665269,43.98048761
01/10/2001,50.11944572,54.63776114,52.59062398,56.22445143,60.79010047,41.53277923,57.32799128,37.89608371,39.59149572,40.76301406,38.81069886,36.52062156,32.81219332,44.05237242
15/10/2001,50.23282516,54.69994538,52.6182288,56.32783371,60.91405,41.53388764,57.44649197,38.10476983,40.05529561,42.10459049,38.71526658,36.52600428,32.81497262,44.06231283
01/11/2001,50.37232493,54.76591313,52.68120781,56.39634881,60.98153413,41.53388764,57.53769661,38.38293402,39.69270857,41.21040989,38.69143039,37.31425581,34.09051925,44.06218011
15/11/2001,50.35782924,54.83310136,52.7149548,56.50326109,61.10257171,41.53388764,57.66666259,38.20561307,39.29414842,40.38347908,38.56593766,37.31324074,34.08476124,44.0690784
01/12/2001,50.43590323,54.91265174,52.7734292,56.60722487,61.1972258,41.53388764,57.81162761,38.27582321,39.54602342,40.79756913,38.71431857,37.23873216,33.88550975,44.20097443
15/12/2001,50.43375071,54.94886749,52.71929877,56.75319102,61.28141098,41.53388764,58.05649396,38.19702265,39.26108025,39.60322797,39.00858087,37.32414932,33.87637421,44.44795466
01/01/2002,50.80101388,55.12301749,52.81831076,57.01620792,61.51860167,41.64673214,58.39005545,38.92773319,40.21797136,42.04115072,39.0217515,37.8742495,33.59314568,46.41466744
15/01/2002,51.00007391,55.28651257,52.88916228,57.2901308,61.73468471,41.81729419,58.74720143,39.18567919,40.7476265,43.79159979,38.77373974,37.9156432,33.59329524,46.52668434
01/02/2002,50.86703221,55.52417429,53.08644205,57.57314326,62.079821,41.85114376,59.05707344,38.31826641,38.03477149,36.90684814,38.71925268,38.51845819,34.39194891,46.82296157
15/02/2002,50.86846723,55.66645842,53.19092068,57.75922629,62.31495017,41.90713376,59.24336243,38.03743147,36.81632378,33.75506102,38.73271104,38.98449432,35.08857296,46.91928655
01/03/2002,51.0157171,55.77881966,53.27279209,57.90695099,62.45013605,41.93838534,59.43903721,38.24501395,36.91061619,34.06043068,38.69254118,39.28215871,35.48200514,47.06715354
15/03/2002,51.24032346,55.86449645,53.28602898,58.07967874,62.6106428,41.94688829,59.67448474,38.73381593,37.99745658,37.19080437,38.47743855,39.29437655,35.48312683,47.09841049
01/04/2002,51.47135267,55.99626674,53.39462147,58.23755634,62.78440619,41.95020774,59.86811621,39.14890253,38.58163831,38.62313557,38.52114339,39.57452438,35.81880265,47.29557816
15/04/2002,51.34322576,56.04515699,53.38765504,58.35385674,62.9467353,41.95020774,59.98238705,38.67445514,37.46511952,36.03821802,38.34044353,39.61171795,35.81751894,47.39860591
01/05/2002,51.48358654,56.09750711,53.41176382,58.43982754,63.10057021,41.95020774,60.03814261,38.98224252,38.32204531,38.58214888,38.12260743,39.48198432,35.51528206,47.55334114
15/05/2002,51.53927175,56.15112852,53.43660588,58.52770551,63.2428121,41.97319916,60.10071432,39.03887479,38.44348302,38.86380495,38.14193739,39.48696992,35.51153459,47.57314439
01/06/2002,51.71981754,56.18709417,53.42087381,58.62621741,63.40258421,42.02228975,60.16333253,39.49734317,39.17910953,40.75332167,38.14230827,39.72441277,35.84232916,47.66266979
15/06/2002,51.80549814,56.20348817,53.36293418,58.73313433,63.55644118,42.0266714,60.2630955,39.71648321,39.67289747,42.1433824,38.06506221,39.7246861,35.83452079,47.67649918
01/07/2002,51.87284528,56.2460237,53.34486669,58.83465703,63.69771551,42.03610674,60.36405018,39.84795955,40.13375659,43.28335443,38.10666069,39.65155738,35.70479559,47.71465715
15/07/2002,51.95003548,56.29563305,53.3482715,58.92916445,63.79881175,42.09200736,60.46674131,39.99781034,40.48545726,43.86932897,38.31330966,39.67599073,35.71610225,47.76518158
01/08/2002,52.07851311,56.42107823,53.44812542,59.07905227,63.92353852,42.42507765,60.56453158,40.13365268,40.56419609,43.65100487,38.57483506,39.84722913,35.96206314,47.7899967
