fecha,Precios al Consumidor (INPC),Subyacente,"Subyacente, Mercancias","Subyacente, Servicios","Subyacente, Servicios, Vivienda","Subyacente, Servicios, Educacion (colegiaturas)","Subyacente, Servicios, Otros servicios",No subyacente,"No subyacente, Agropecuarios","No subyacente, Agropecuarios, Frutas y verduras","No subyacente, Agropecuarios, Pecuarios","No subyacente, Energeticos y tarifas autorizadas por el gobierno","No subyacente, Energeticos y tarifas autorizadas por el gobierno, Energeticos","No subyacente, Energeticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno"
15/08/2002,52.13912555,56.49974709,53.43340391,59.24856452,64.11296403,42.78717841,60.6372648,40.14576076,40.56962459,43.58479013,38.62437604,39.86347939,35.96247977,47.83762904
01/09/2002,52.39659887,56.79721984,53.45686523,59.8122866,64.21450225,45.70284588,60.67532061,40.29635503,40.34961128,43.14387873,38.54088999,40.24414483,36.47426188,47.96190539
15/09/2002,52.4468502,56.86721308,53.5037926,59.9044973,64.35439818,45.70564661,60.75885793,40.29314134,40.25781744,42.89598791,38.54543425,40.29593984,36.52532683,48.01549245
01/10/2002,52.62454306,56.93238017,53.61011755,59.92919589,64.47571752,45.70564661,60.70584763,40.76605065,40.28267406,42.76924489,38.66360538,41.04685969,37.64430144,48.04456087
15/10/2002,52.68204717,56.99711497,53.67227106,59.9961702,64.58162917,45.70564661,60.76344775,40.80522135,40.38970666,43.055289,38.66015394,41.04387039,37.63790038,48.04828977
01/11/2002,53.00324125,57.04281316,53.69150059,60.06751365,64.70259418,45.70564661,60.81745431,41.85297971,40.84231091,44.38488838,38.57164199,42.46071444,39.73603017,48.12913629
15/11/2002,53.15399525,57.1063006,53.74464684,60.14082263,64.80473975,45.70564661,60.89294394,42.23339243,41.86121498,47.10676169,38.53948967,42.44445127,39.70765552,48.136684
01/12/2002,53.27418401,57.15832771,53.78490596,60.20411409,64.89265927,45.70564661,60.95836001,42.53257884,42.72290231,49.05883778,38.72774421,42.3941895,39.5932464,48.21277687
15/12/2002,53.3456756,57.22833973,53.76709677,60.35956944,64.97440316,45.70564661,61.24016927,42.60699326,42.89879208,49.21541043,38.91514862,42.40555364,39.579549,48.27371568
01/01/2003,53.51456152,57.37078579,53.8675032,60.54244428,65.16541674,45.7066921,61.48565263,42.84419163,42.58930031,47.94168503,39.20019101,42.98212714,40.2991165,48.57176604
15/01/2003,53.53631983,57.52484214,53.97593154,60.74038268,65.34546339,46.03693768,61.64454554,42.51573828,41.62684937,45.20547483,39.33227247,43.04753443,40.33649282,48.69297812
01/02/2003,53.6161003,57.67362241,54.11527784,60.89772867,65.54244898,46.14414011,61.78401659,42.41230676,41.23033957,43.54973704,39.71216992,43.12615003,40.39543134,48.81098839
15/02/2003,53.73214461,57.79215404,54.19846392,61.05025686,65.70077218,46.18789258,61.97260372,42.52001796,41.32342985,43.32879207,39.99846861,43.24288948,40.55644058,48.84108183
01/03/2003,53.9440291,57.91355632,54.32637715,61.1647753,65.87494546,46.20902457,62.06893707,42.97076421,42.23560852,45.36256563,40.21788516,43.40687784,40.78899183,48.87076342
15/03/2003,54.08183173,58.02137162,54.39636489,61.30905702,65.98520407,46.27017488,62.27512523,43.18631136,42.72710191,46.47860704,40.3236572,43.45096343,40.83322257,48.91486034
01/04/2003,54.08804839,58.13199215,54.4469169,61.47784747,66.1071492,46.31082052,62.53498304,42.91538683,42.175493,44.62287312,40.57644448,43.3544691,40.68707784,48.91577586
15/04/2003,54.12224001,58.19562237,54.46104928,61.58953046,66.19286934,46.31082052,62.71307679,42.87286465,42.04002979,44.20786541,40.61344431,43.36968233,40.63449711,49.06498858
01/05/2003,53.89895832,58.2743813,54.52975109,61.67776732,66.31933923,46.31595572,62.79871442,41.85223844,41.86812818,44.29935172,40.27969885,41.82249341,38.29450079,49.07317724
15/05/2003,53.96164297,58.36182395,54.60301698,61.77867256,66.39681333,46.34240064,62.94907888,41.84865802,41.94168071,44.18096122,40.47130702,41.77101609,38.20975968,49.08704965
01/06/2003,53.95076382,58.37705224,54.58271184,61.82852899,66.51633173,46.34446489,62.95441996,41.76851863,41.67909587,43.60070903,40.40494119,41.80421113,38.25127863,49.10402893
15/06/2003,53.99946098,58.38612148,54.5084647,61.9189075,66.61723794,46.37369164,63.05844813,41.92185651,41.97801279,44.67377272,40.22641937,41.86707339,38.33937518,49.1174771
01/07/2003,54.04556788,58.43101659,54.49978504,62.01591727,66.6794299,46.40662014,63.21111714,41.96943563,42.13786889,45.40960298,40.03119156,41.84490731,38.28656049,49.15569377
15/07/2003,54.06162758,58.49060465,54.48177079,62.15101633,66.76123103,46.42314987,63.43973598,41.87042505,41.8749235,44.941026,39.89546435,41.84774523,38.2769479,49.1831413
01/08/2003,54.15953997,58.65123309,54.59499805,62.35722961,66.86293645,47.34537007,63.45279974,41.80257358,41.58025851,43.93357168,40.04043946,41.92077437,38.38869517,49.18019377
15/08/2003,54.27092179,58.6890403,54.61331781,62.41389999,66.99834186,47.47836339,63.4073073,42.10708972,42.03626103,44.97569109,40.13446713,42.13107471,38.64217951,49.30662502
01/09/2003,54.52787706,58.92521668,54.66226301,62.83186095,67.08557045,49.61905395,63.43312425,42.41619837,42.57111943,46.03940749,40.34244431,42.29984876,38.88203787,49.33614472
15/09/2003,54.54808121,58.97750353,54.71714775,62.88138445,67.17906173,49.61905395,63.4620178,42.35277793,42.44759109,45.47348009,40.49165341,42.27378471,38.84245815,49.33659861
01/10/2003,54.70194354,59.05592382,54.7959115,62.95912919,67.30331327,49.61608532,63.52888121,42.70474018,42.72026643,45.90259609,40.66738557,42.67481597,39.41641349,49.39880665
15/10/2003,54.77447124,59.09985477,54.84971798,62.99322727,67.36722754,49.61608532,63.54918729,42.85078039,43.11784208,46.54739444,40.9118347,42.66458644,39.39344346,49.41367112
01/11/2003,55.15057915,59.19290242,54.96301333,63.06610178,67.43907503,49.63250016,63.64450173,43.97436568,43.33479454,46.39515043,41.35569937,44.35064584,41.88717113,49.5159407
15/11/2003,55.23450406,59.27329799,55.07171354,63.11851243,67.52187772,49.63250016,63.6896473,44.06605981,43.60942416,46.87457467,41.50360088,44.32869575,41.85311705,49.51774824
01/12/2003,55.35780114,59.35569255,55.1527541,63.20187158,67.58996822,49.63304933,63.81864677,44.29569362,43.99268568,47.43296772,41.77816719,44.46281958,42.0413664,49.54587799
15/12/2003,55.50233848,59.45322932,55.20857551,63.33971533,67.63290294,49.63304933,64.09520104,44.56469282,44.7552446,48.51773101,42.34062533,44.42519655,41.97262851,49.56945411
01/01/2004,55.68521189,59.564948,55.33670957,63.43492169,67.7808811,49.68478094,64.15883214,44.93372752,45.15420972,48.15844954,43.20571851,44.77546956,42.20670075,50.15159755
15/01/2004,55.86342281,59.70124595,55.48742738,63.55654906,67.89389816,49.83051652,64.27706447,45.2204024,45.04157458,46.84274344,43.83428666,45.30997485,42.23560624,51.68830218
01/02/2004,56.04215177,59.84411955,55.65057715,63.67900556,68.02662385,49.94685627,64.39109658,45.49379986,45.35450207,47.06337215,44.20337935,45.55869481,42.52210569,51.86408696
15/02/2004,56.17373774,59.95957831,55.73365057,63.82558391,68.2723307,49.97885477,64.491874,45.66597489,45.68364005,47.06162339,44.73559098,45.63331603,42.63220327,51.86914492
01/03/2004,56.27734874,60.06530644,55.83056486,63.93945905,68.48057824,49.99283018,64.558826,45.7635277,45.61905164,46.09289351,45.22799393,45.8315102,42.91332877,51.90488512
15/03/2004,56.31931119,60.17773589,55.91163408,64.08202033,68.64878101,50.06846895,64.70301342,45.61816859,44.8306912,43.77214348,45.38513029,46.08551596,42.91898059,52.65112001
01/04/2004,56.31775702,60.28348109,55.95351183,64.24966581,68.85709485,50.10442085,64.88416008,45.33269721,44.04255515,42.15734458,45.10784113,46.11232869,42.82356024,52.91953073
15/04/2004,56.44778883,60.35561637,56.04363012,64.30392988,68.97782248,50.16507166,64.87518778,45.61618995,44.68769795,44.31855349,44.81785208,46.17110659,42.85621751,53.03029559
01/05/2004,56.23694045,60.42026727,56.10920342,64.3673997,69.11550617,50.18247903,64.88916897,44.67639194,44.27151905,43.51222627,44.64286649,44.90659396,40.92940239,53.0653173
15/05/2004,56.24678349,60.497218,56.19725656,64.4331764,69.20161235,50.22845742,64.94361779,44.50880535,43.65766942,42.16689086,44.48086616,45.01621076,41.08970027,53.07557731
01/06/2004,56.29858899,60.59050826,56.30416104,64.51276929,69.28657658,50.25540012,65.03827282,44.4515677,43.0260715,40.45769938,44.51432013,45.3156709,41.53803647,53.0830237
15/06/2004,56.36490003,60.64860047,56.33834756,64.59395055,69.34948467,50.2942662,65.15172694,44.53857138,43.34240244,41.10484151,44.62622002,45.26022388,41.44961326,53.09233159
01/07/2004,56.44882494,60.69993072,56.39619173,64.63869806,69.43578536,50.39249689,65.1371128,44.70822102,43.43924332,41.34852865,44.63240927,45.47500627,41.74317507,53.15297237
15/07/2004,56.51047348,60.75034417,56.42542712,64.70957068,69.50355069,50.41957211,65.22729234,44.79857217,43.48540926,41.0738761,44.87606341,45.59275298,41.84177772,53.30932554
01/08/2004,56.7254663,60.84971248,56.53649052,64.79708904,69.54741227,50.78412861,65.24288375,45.3176368,44.48677562,42.26318375,45.75950075,45.8120677,42.1840254,53.28732373
15/08/2004,56.93061607,60.9380801,56.63180007,64.87829533,69.63255176,51.14053604,65.21001943,45.82969134,45.80344969,45.33023246,45.9952743,45.82422029,42.1867755,53.31812888
01/09/2004,57.24507544,61.20679106,56.73864309,65.30388553,69.73343805,53.34609621,65.21515663,46.26350286,46.51431728,46.91270169,46.16778576,46.0857774,42.56291418,53.35514944
15/09/2004,57.35075866,61.27811526,56.82302532,65.36215068,69.80725179,53.34464799,65.28238373,46.45800841,47.00019082,48.2984631,46.09837135,46.09925466,42.57769303,53.3661471
01/10/2004,57.64605,61.38055077,56.97476462,65.41600248,69.83861741,53.34464799,65.37725458,47.26119552,48.25757737,51.44522528,46.18937713,46.62000807,43.3282824,53.43648263
15/10/2004,57.74344433,61.45614267,57.06670062,65.47530836,69.91138259,53.34707748,65.44626634,47.41551902,48.67135901,52.24178548,46.36650964,46.61313799,43.29016751,53.49127624
01/11/2004,58.11333559,61.53506318,57.14127303,65.55813191,69.97720396,53.34707748,65.57630728,48.55167888,48.80384767,52.34523026,46.51659793,48.3720256,45.92809209,53.5259094
15/11/2004,58.26098126,61.59336127,57.20485789,65.61101519,70.0316937,53.34947439,65.64713672,48.93624905,49.80293471,54.69504032,46.6816163,48.37480577,45.90372715,53.58232136
01/12/2004,58.34905061,61.70230416,57.29829364,65.73462636,70.0918526,53.35410851,65.87374447,48.96726437,49.51257948,53.13389979,47.17455544,48.60537347,46.24891692,53.58806307
15/12/2004,58.26564375,61.76955384,57.34325745,65.82334382,70.13081605,53.35418257,66.04148072,48.48578984,48.20582792,48.98690057,47.61992376,48.63661442,46.182067,53.81324982
01/01/2005,58.31434092,61.91758818,57.4865191,65.97539593,70.24092255,53.59263426,66.19505496,48.27082986,47.10655902,45.89604623,47.74964161,48.97090141,46.4499534,54.28094117
15/01/2005,58.30397982,62.01683108,57.53875298,66.12010706,70.35628891,53.69505351,66.38119931,47.9707623,46.23510773,43.64726659,47.72836731,49.02579857,46.47988911,54.3855096
01/02/2005,58.40344638,62.15588301,57.67379385,66.2624721,70.52045227,53.73915757,66.54112756,47.96524742,46.30668965,43.604259,47.87036798,48.97241016,46.29443278,54.59260139
15/02/2005,58.6034156,62.25972593,57.80518818,66.33896383,70.60388962,53.77255991,66.62749765,48.41704579,47.51527227,46.20218996,48.22063734,48.95404033,46.2539312,54.61781876
01/03/2005,58.72153214,62.35850228,57.87665041,66.46398069,70.63521654,53.798034,66.87505594,48.58535173,47.70731749,46.63016555,48.2669579,49.10752453,46.4597102,54.66905552
15/03/2005,58.81270982,62.41187,57.90856006,66.53806816,70.68979989,53.81746198,66.98752959,48.77650162,47.92543708,47.41581006,48.13507065,49.28183579,46.5773937,54.95638789
01/04/2005,58.85933476,62.47371028,57.98335213,66.58699427,70.76032713,53.83834919,67.02747637,48.78171221,48.4973023,49.25607565,47.92449806,48.93515841,46.0026678,55.05777484
15/04/2005,59.09401367,62.53386107,58.04879373,66.64171826,70.81017873,53.86235853,67.09810603,49.47648387,50.28442194,54.06199894,47.84848231,48.95126554,46.00135963,55.10838698
01/05/2005,58.84586533,62.59028628,58.12174075,66.68176709,70.8379407,53.88516004,67.15558645,48.42479204,50.60628273,55.10964116,47.72264215,47.04711408,43.10373263,55.15353023
15/05/2005,58.81011954,62.65929788,58.19295717,66.74832656,70.89842463,53.90810349,67.2441159,48.11316131,49.8396529,53.24628665,47.63314058,47.01818015,43.04921502,55.1749298
01/06/2005,58.72464047,62.73080358,58.27400116,66.81020904,70.94606283,53.9828963,67.31291779,47.61233196,48.28093707,48.91120234,47.78775017,47.17452304,43.23849108,55.2672848
15/06/2005,58.81892647,62.82281843,58.31656357,66.95010919,71.00584314,54.0422517,67.55536067,47.7119471,48.41217676,49.34619108,47.73162866,47.2544524,43.3558263,55.27387594
01/07/2005,58.98366796,62.88449091,58.30032885,67.08758132,71.10181887,54.0430618,67.78286611,48.14712435,49.31006989,51.34310982,47.95069092,47.40208215,43.59016483,55.25124924
15/07/2005,59.02044986,62.92740428,58.33094011,67.14232008,71.14466876,54.07477561,67.85678492,48.16762675,49.37906582,51.29888127,48.08927051,47.39246093,43.57308529,55.25629355
01/08/2005,59.06293037,62.99029178,58.37951982,67.21890462,71.19433975,54.49008119,67.82193562,48.15593778,49.05742595,50.15530947,48.27454914,47.57325318,43.82437246,55.29907676
15/08/2005,59.0810623,62.99526908,58.38087729,67.22739467,71.26784572,54.69280379,67.69436992,48.20893461,49.14476494,50.18132002,48.3994697,47.60489878,43.85435836,55.33421425
01/09/2005,59.29139262,63.25957455,58.47894368,67.65286638,71.36937423,56.89155533,67.70136467,48.27481021,49.00860261,49.79333712,48.41869707,47.79620614,44.07697249,55.46498233
15/09/2005,59.32662036,63.33160232,58.55993466,67.71583017,71.47629013,56.89155533,67.7488845,48.21185621,48.74546244,49.5587844,48.13852255,47.85759516,44.16784043,55.46856389
01/10/2005,59.43800218,63.4112755,58.65574469,67.77940197,71.57005611,56.88906336,67.8106559,48.40547988,48.14058814,48.40847124,47.87089373,48.54698421,45.20304204,55.47961511
15/10/2005,59.4711577,63.48205808,58.71897108,67.85725523,71.68422244,56.88906336,67.88568992,48.33912456,47.77327567,47.24230763,47.99638391,48.66755106,45.38029523,55.48903847
01/11/2005,59.86902392,63.54894436,58.76543202,67.94379428,71.75196678,56.88906336,68.0224941,49.61033326,47.26600527,46.52764515,47.61794738,51.04256944,48.92942181,55.56118614
15/11/2005,59.89648084,63.60556728,58.84077108,67.98189746,71.7994362,56.88906336,68.06680522,49.55913003,47.09179808,46.33091775,47.45798903,51.06777447,48.93895481,55.61751464
01/12/2005,60.14514723,63.72669096,58.92791237,68.13567547,71.87333209,56.8890642,68.35186118,50.14448997,48.02306861,48.48008597,47.63714409,51.4380502,49.47572315,55.66146171
15/12/2005,60.35495949,63.78709381,58.96618596,68.21742291,71.9309156,56.89144251,68.48593034,50.7477593,49.5175318,51.74141812,48.04016138,51.48761269,49.54529091,55.67184779
01/01/2006,60.54767595,63.85506463,59.0742114,68.24599025,72.06752103,56.99154943,68.38815215,51.26814378,49.96218549,52.79058148,48.11153699,52.05477791,50.22753705,56.01555607
15/01/2006,60.65957582,63.93637734,59.14765609,68.3346324,72.2538823,57.07033027,68.39136283,51.46026001,50.30452597,54.23402168,47.77497754,52.1535155,50.34193073,56.08403949
01/02/2006,60.70205633,64.06666882,59.26022951,68.48165825,72.39961551,57.18674445,68.54982509,51.26906437,50.15686391,53.59692973,47.92907119,51.93537686,50.01229193,56.08464494
15/02/2006,60.69065912,64.14245299,59.32646416,68.56643764,72.51642494,57.25042366,68.61298667,51.02725678,49.59843543,52.03291174,47.99118896,51.89030176,49.93768549,56.09759109
01/03/2006,60.71552576,64.27498674,59.41814158,68.73828783,72.73169487,57.26148877,68.80737179,50.76794076,48.70505113,49.81927915,47.91287437,52.02485742,50.08033292,56.21707468
15/03/2006,60.82949786,64.44247074,59.51636202,68.97267293,72.89315689,57.31272133,69.17739268,50.73827485,48.33440625,49.20544088,47.69281582,52.20694931,50.35577126,56.21603334
01/04/2006,60.84503951,64.5713286,59.58443508,69.16032098,73.04756753,57.34308835,69.45517014,50.45428507,48.0806111,48.62661117,47.63975793,51.90434393,49.88546816,56.24259423
15/04/2006,60.87767697,64.58298831,59.59744927,69.17060762,73.20235872,57.3771759,69.32542164,50.54292432,48.10391515,49.28022167,47.27481241,52.03351343,50.06350306,56.27612512
01/05/2006,60.57979536,64.62032807,59.62813792,69.21427941,73.34983222,57.40176022,69.28242475,49.36096781,48.54619349,50.09199808,47.48855893,49.8434886,46.74979098,56.29063752
15/05/2006,60.60155367,64.70859778,59.69443444,69.32362041,73.50833211,57.473372,69.36098293,49.20628806,48.19515358,48.96580391,47.61569163,49.81081954,46.67969295,56.33167178
01/06/2006,60.64610639,64.82026503,59.78630336,69.45413396,73.67417637,57.52002368,69.49127106,49.07198063,47.66372287,47.69246719,47.54234863,49.92318453,46.84034093,56.3494349
15/06/2006,60.64040779,64.89935433,59.78177223,69.61452566,73.79184226,57.53779635,69.74487808,48.84137266,47.05739438,46.67999991,47.18747541,49.92600386,46.8407314,56.35707041
01/07/2006,60.7771743,65.0011737,59.83234463,69.76593993,73.8917628,57.57148677,69.9876357,49.07051307,47.35345882,47.23049984,47.32619183,50.11347645,47.08697654,56.42973141
15/07/2006,60.84141312,65.05386474,59.87146656,69.83165103,73.94782198,57.56935602,70.08819225,49.16394775,47.55940893,47.93269119,47.22606443,50.13699607,47.07547433,56.52257997
01/08/2006,61.02169626,65.13657016,59.96605064,69.90239955,74.03994743,57.99274655,69.99845675,49.60065577,48.369031,49.26104752,47.71444273,50.34192168,47.24486817,56.79906798
15/08/2006,61.21752104,65.14507526,59.97398134,69.91142857,74.11425508,58.10598536,69.90699442,50.29054483,50.09357876,53.22838432,48.05393016,50.38897286,47.29233523,56.84561581
01/09/2006,61.58482202,65.45157911,60.17741324,70.31724037,74.16461201,60.13413614,69.98306764,50.81604084,51.3362042,55.78675466,48.48349987,50.46889081,47.40037761,56.87052678
15/09/2006,61.88840224,65.54273705,60.30356838,70.37383222,74.23875695,60.13413614,70.04559217,51.6786702,53.71684092,61.28865419,48.9366068,50.38844674,47.27654051,56.87524244
01/10/2006,62.06298677,65.61641621,60.41362775,70.41167075,74.27925596,60.13413614,70.09558964,52.11937243,53.96840632,61.91171317,48.95882617,50.94639129,48.10424711,56.90416436
15/10/2006,61.95056884,65.68056764,60.49617319,70.45758431,74.30721222,60.13413614,70.17537966,51.54044341,52.65572812,58.37103043,49.02120686,50.82338636,47.91176997,56.91753921
01/11/2006,62.26761849,65.7667504,60.61999121,70.50664681,74.32897134,60.13413614,70.26796643,52.4660975,51.5482788,55.58459846,48.95023344,53.0111328,51.20296598,56.94070351
15/11/2006,62.39661418,65.87422529,60.73638891,70.60494337,74.47395928,60.13413614,70.36194263,52.65011887,51.69019821,55.77356193,49.06287024,53.22121156,51.51686573,56.94715045
01/12/2006,62.63750974,66.05860253,60.90049042,70.80831761,74.54654391,60.13413614,70.76163062,53.03983449,52.49580615,57.370186,49.37954772,53.35247812,51.69101997,56.99459894
15/12/2006,62.7473374,66.10334259,61.02357862,70.77636588,74.6224466,60.13871707,70.61820879,53.3200641,53.14167226,58.34082065,49.82398764,53.40551891,51.70335854,57.12838729
01/01/2007,62.95455939,66.31651297,61.31722445,70.91003672,74.77115015,60.2250851,70.75539272,53.51070139,52.84341802,57.38483179,49.9314737,53.89966123,52.10383078,57.81087326
15/01/2007,63.07785648,66.45899169,61.44064286,71.07050749,75.01179219,60.27360621,70.88594756,53.58203119,52.98740445,57.17093572,50.29556288,53.92583828,52.03387282,58.02709899
01/02/2007,63.16696193,66.600846,61.55601882,71.23759939,75.17562147,60.3901264,71.07393334,53.53003899,52.89245496,56.74188167,50.40659129,53.90054671,51.91027713,58.19579224
15/02/2007,63.21824938,66.67970564,61.61798931,71.33260719,75.26214147,60.46347017,71.18398765,53.5074145,52.67662102,56.04017477,50.49047066,53.99791364,52.02832915,58.2529632
01/03/2007,63.26953682,66.77277727,61.701127,71.43497437,75.37666514,60.47496631,71.3102003,53.44821644,52.65502976,56.09493225,50.421904,53.91539034,51.89422686,58.27175331
15/03/2007,63.38920752,66.90053498,61.77367321,71.61608538,75.47560578,60.51566929,71.61898234,53.54532081,52.79527007,56.38911315,50.46702895,53.9856617,51.98575009,58.30052612
01/04/2007,63.25658545,66.92774545,61.84491851,71.60018298,75.57256036,60.54966884,71.48156832,52.99178131,52.83728753,56.40980801,50.52208737,53.06255164,50.58634171,58.3118902
15/04/2007,63.32600481,67.00421234,61.95441101,71.64407253,75.6914113,60.58027817,71.4625086,53.04127883,52.92604395,56.13962578,50.83171716,53.08764635,50.61056737,58.33887099
01/05/2007,63.00170239,67.06976602,62.04313465,71.68671911,75.77108253,60.6004431,71.48012501,51.68807734,51.74306321,52.49258182,51.16889917,51.62938259,48.40505569,58.34660354
15/05/2007,62.96336633,67.12709501,62.07880823,71.76494334,75.8183311,60.64797932,71.59750116,51.39624715,50.94542154,50.15998908,51.31835207,51.65179365,48.42803442,58.36804491
01/06/2007,63.01517182,67.23414711,62.18361885,71.87371958,75.87542766,60.74595475,71.75581064,51.30243408,50.52191362,49.06876744,51.30700291,51.76276155,48.5768221,58.40506688
15/06/2007,63.10168701,67.34620695,62.28085235,71.99976944,75.94534888,60.79072901,71.96321836,51.3198669,50.52849635,49.05046646,51.32889692,51.78692387,48.5836083,58.46371128
01/07/2007,63.25658545,67.46254427,62.37972642,72.13265289,76.01842926,60.80752821,72.19453358,51.57538254,50.94305162,50.46431915,51.12709412,51.94355651,48.81428402,58.47516376
15/07/2007,63.39542418,67.52656759,62.45664984,72.18380303,76.0897921,60.83733369,72.23526601,51.91162164,51.79894793,52.57262962,51.20978056,51.95693524,48.81279388,58.51799972
01/08/2007,63.52493793,67.64291757,62.56156702,72.31081104,76.18163393,61.4003148,72.21895123,52.07377385,51.91789361,52.47532126,51.46165605,52.14584114,49.04577073,58.62114016
15/08/2007,63.64357252,67.71147907,62.67499676,72.33526658,76.30373249,61.53721611,72.11022616,52.3256403,52.57364265,54.08729653,51.52704946,52.1467819,49.0251932,58.66458703
01/09/2007,64.03988458,67.96199617,62.81221425,72.69532059,76.39672529,63.54308823,72.05200876,53.10343894,54.29076056,57.98742078,51.89594272,52.34090551,49.30850421,58.68387308
15/09/2007,64.1155206,68.03982768,62.91750982,72.74599903,76.47554972,63.54308823,72.09678294,53.1731509,54.46027769,58.39006718,51.92150936,52.3486066,49.307889,58.70805137
01/10/2007,64.32015232,68.16586677,63.11314292,72.80354103,76.50044451,63.54308823,72.20593563,53.58387438,53.91244454,56.72862007,52.06073048,53.35438677,50.80491378,58.75039649
15/10/2007,64.33413981,68.28163636,63.24711635,72.90103449,76.60317093,63.54308823,72.33622137,53.32777419,53.22507995,55.32921556,51.81339859,53.36621805,50.8013712,58.79267194
01/11/2007,64.74806574,68.36453876,63.38996051,72.92505119,76.66566924,63.54308823,72.33474503,54.61411639,53.91790765,57.10616236,51.83702219,55.02051445,53.28763155,58.81497853
15/11/2007,64.81437677,68.39241864,63.4555637,72.91597775,76.73488492,63.54308823,72.25151386,54.78210759,54.33261529,57.9656243,51.9769085,55.03521801,53.30262103,58.8292168
01/12/2007,64.9418183,68.598755,63.6384992,73.14426718,76.77770349,63.54641907,72.73373657,54.69825142,53.92180899,56.61596472,52.14522524,55.15443365,53.46122844,58.87143749
15/12/2007,65.15681112,68.68088727,63.7957123,73.15273557,76.87794941,63.55865224,72.6577563,55.26346083,55.33002496,59.2693274,52.78350596,55.195878,53.45832032,59.00076047
01/01/2008,65.33502203,68.84767089,63.98637311,73.29548241,77.11742313,63.72799255,72.70076494,55.47143895,55.30362325,58.72439451,53.07651939,55.54930431,53.79790459,59.38391463
15/01/2008,65.36610533,69.02735292,64.05127119,73.58645791,77.34954534,63.79240782,73.13120879,55.10916672,54.14289282,56.27498653,52.71199608,55.68303677,53.82331155,59.73249966
01/02/2008,65.44847607,69.14104944,64.19656413,73.66881104,77.5996673,63.87558597,73.06073218,55.10641962,53.52118429,54.60401915,52.7378669,56.06465835,54.01746553,60.48695929
15/02/2008,65.64119252,69.32671569,64.38997769,73.84610752,77.76531087,63.88395798,73.3134409,55.31766176,54.02630597,55.02274377,53.29510092,56.09330461,54.03702058,60.53375481
01/03/2008,65.95461579,69.54503247,64.57471062,74.09626786,77.90580119,63.93859266,73.73712307,55.88003808,54.64187346,55.99229021,53.69131775,56.62238276,54.48140939,61.23367535
15/03/2008,66.08464759,69.59791868,64.7145249,74.06404964,77.98995553,63.95356653,73.58150945,56.21311646,55.40413932,57.69329368,53.87376736,56.68878285,54.48879901,61.41707306
01/04/2008,66.12350171,69.76454423,64.91594624,74.19597835,78.15257563,64.00143482,73.71746097,55.91282396,55.99989284,58.85298888,54.12089954,55.83219951,53.12579254,61.55491169
15/04/2008,66.21675161,69.92554777,65.14754504,74.2873555,78.33627962,64.04703783,73.74252352,55.82605289,55.76261906,57.87676783,54.33925143,55.83892998,53.12629116,61.57399588
01/05/2008,66.04164903,70.10152292,65.38135428,74.40609908,78.50807916,64.07206825,73.84911353,54.72405465,55.15822323,56.01528898,54.51039394,54.42845021,50.99517201,61.57728219
15/05/2008,66.15562112,70.25460124,65.5671745,74.52654471,78.63077235,64.09554568,74.00453954,54.73344421,55.16971964,55.76346614,54.68404081,54.43652698,50.99454299,61.60260792
01/06/2008,66.34419313,70.4334928,65.76308643,74.68804183,78.74154668,64.15605967,74.2498944,54.94597285,55.25875425,55.87308799,54.76020231,54.72564294,51.4193571,61.6256673
15/06/2008,66.40066113,70.58186354,65.82239361,74.92272897,78.85190774,64.22125246,74.66117853,54.75712285,54.76580336,54.78999277,54.63178708,54.72572551,51.41725664,61.63006201
01/07/2008,66.65502612,70.74562697,65.94614849,75.1248456,78.97108645,64.28775833,74.98947838,55.24991858,55.47135381,55.96245796,55.04823521,55.08616915,51.82273534,61.90399558
15/07/2008,66.82961065,70.83566697,66.03799965,75.21272661,79.06390315,64.31437398,75.09613415,55.64658603,56.2225588,57.50249293,55.3119745,55.26248479,51.84970448,62.37647029
01/08/2008,67.03579653,70.99568489,66.26256243,75.3090299,79.13284825,64.91136041,75.01672528,55.97237812,56.30651723,56.93054107,55.79971831,55.73829785,52.45873152,62.59239514
15/08/2008,67.21970605,71.1704026,66.52247118,75.39981067,79.2630463,65.05100453,75.05131295,56.17970119,56.25614728,56.36074832,56.06936478,56.10554661,52.46316451,63.67870664
01/09/2008,67.51396128,71.45570344,66.68248048,75.80620624,79.33396492,67.19799324,75.06289152,56.49517459,56.62584925,57.09478573,56.21387239,56.38719491,52.79784669,63.85751417
15/09/2008,67.65590835,71.54023073,66.77437964,75.88316906,79.40450244,67.20953551,75.17067831,56.78772712,57.14100031,58.17181702,56.38184705,56.54137758,52.90991758,64.09591204
01/10/2008,67.98539132,71.63947522,66.8738288,75.98178318,79.55809007,67.20953551,75.25761854,57.7238646,57.44687653,58.81505801,56.47927869,57.86845485,54.87360156,64.1746284
15/10/2008,68.10506202,71.76583379,66.92997339,76.17614926,79.83205396,67.20913094,75.45509056,57.82547097,57.59317832,58.39730829,56.97265545,57.94225767,54.94113832,64.26130591
01/11/2008,68.74796825,71.98097841,67.22238387,76.31491955,79.96442763,67.20907607,75.6530556,59.59389105,58.94682855,60.95812859,57.57987852,59.96740476,57.84206501,64.5704319
15/11/2008,68.88991531,72.07723228,67.39390931,76.33726205,79.9895718,67.20851064,75.68169157,59.85639399,59.66001863,62.28989847,57.91054081,59.94991192,57.81191855,64.57781237
